status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,default,amount_per_month,age_group,duration_group,amount_group
... < 100 DM,39,critical account/other credits existing,radio/television,14179,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,building society savings agreement/life insurance,30,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,363.56410256410254,25-35,very_long_term,too_much
... < 100 DM,13,critical account/other credits existing,others,1797,... < 100 DM,... < 1 year,3,male : single,none,1,building society savings agreement/life insurance,28,bank,own,2,unskilled - resident,1,no,yes,0,138.23076923076923,25-35,medium_term,smallmedium
... < 100 DM,15,existing credits paid back duly till now,car (new),2511,... < 100 DM,unemployed,1,female : divorced/separated/married,none,4,car or other,23,none,rent,1,skilled employee/official,1,no,yes,0,167.4,under_25,medium_term,large
... < 100 DM,12,existing credits paid back duly till now,car (new),1274,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,1,real estate,37,none,own,1,unskilled - resident,1,no,yes,1,106.16666666666667,36-50,short_term,smallmedium
no checking account,21,existing credits paid back duly till now,car (used),5248,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,3,car or other,26,none,own,1,skilled employee/official,1,no,yes,0,249.9047619047619,25-35,medium_term,very_large
no checking account,15,existing credits paid back duly till now,car (used),3029,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,car or other,33,none,own,1,skilled employee/official,1,no,yes,0,201.93333333333334,25-35,medium_term,large
... < 100 DM,6,existing credits paid back duly till now,radio/television,428,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,1,building society savings agreement/life insurance,49,bank,own,1,skilled employee/official,1,yes,yes,0,71.33333333333333,36-50,short_term,smallmedium
... < 100 DM,18,existing credits paid back duly till now,car (new),976,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,car or other,23,none,own,1,unskilled - resident,1,no,yes,1,54.22222222222222,under_25,medium_term,smallmedium
0 <= ... < 200 DM,12,existing credits paid back duly till now,others,841,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,no,yes,0,70.08333333333333,under_25,short_term,smallmedium
no checking account,30,critical account/other credits existing,domestic appliances,5771,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,2,car or other,25,none,own,2,skilled employee/official,1,no,yes,0,192.36666666666667,under_25,long_term,very_large
no checking account,12,delay in paying off in the past,education,1555,... >= 1000 DM,... >= 7 years,4,male : single,none,4,unknown/no property,55,none,for free,2,skilled employee/official,2,no,yes,1,129.58333333333334,over_50,short_term,smallmedium
... < 100 DM,24,existing credits paid back duly till now,car (new),1285,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown/no property,32,none,rent,1,skilled employee/official,1,no,yes,1,53.541666666666664,25-35,medium_term,smallmedium
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1299,... < 100 DM,1 <= ... < 4 years,1,male : single,none,1,real estate,74,none,own,3,unemployed/unskilled - non-resident,2,no,no,0,216.5,over_50,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,15,critical account/other credits existing,domestic appliances,1271,unknown/no savings account,1 <= ... < 4 years,3,male : single,none,4,unknown/no property,39,none,for free,2,skilled employee/official,1,yes,yes,1,84.73333333333333,36-50,medium_term,smallmedium
no checking account,24,existing credits paid back duly till now,car (new),1393,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,31,none,own,1,skilled employee/official,1,yes,yes,0,58.041666666666664,25-35,medium_term,smallmedium
... < 100 DM,12,critical account/other credits existing,car (new),691,... < 100 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,35,none,own,2,skilled employee/official,1,no,yes,1,57.583333333333336,25-35,short_term,smallmedium
no checking account,15,critical account/other credits existing,car (new),5045,unknown/no savings account,... >= 7 years,1,female : divorced/separated/married,none,4,car or other,59,none,own,1,skilled employee/official,1,yes,yes,0,336.3333333333333,over_50,medium_term,very_large
... < 100 DM,18,critical account/other credits existing,radio/television,2124,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee/official,1,no,yes,1,118.0,under_25,medium_term,large
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,2214,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,24,none,own,1,unskilled - resident,1,no,yes,0,184.5,under_25,short_term,large
no checking account,21,critical account/other credits existing,car (new),12680,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,30,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,603.8095238095239,25-35,medium_term,too_much
no checking account,24,critical account/other credits existing,car (new),2463,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,yes,yes,0,102.625,25-35,medium_term,large
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1155,... < 100 DM,... >= 7 years,3,male : married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,no,yes,0,96.25,36-50,short_term,smallmedium
... < 100 DM,30,existing credits paid back duly till now,radio/television,3108,... < 100 DM,... < 1 year,2,male : divorced/separated,none,4,building society savings agreement/life insurance,31,none,own,1,unskilled - resident,1,no,yes,1,103.6,25-35,long_term,large
no checking account,10,existing credits paid back duly till now,car (used),2901,unknown/no savings account,... < 1 year,1,female : divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee/official,1,no,yes,0,290.1,25-35,short_term,large
0 <= ... < 200 DM,12,critical account/other credits existing,radio/television,3617,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,28,none,rent,3,skilled employee/official,1,yes,yes,0,301.4166666666667,25-35,short_term,large
no checking account,12,critical account/other credits existing,domestic appliances,1655,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1,yes,yes,0,137.91666666666666,over_50,short_term,smallmedium
... < 100 DM,24,existing credits paid back duly till now,car (used),2812,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee/official,1,no,yes,0,117.16666666666667,25-35,medium_term,large
... < 100 DM,36,critical account/other credits existing,retraining,8065,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,unknown/no property,25,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,224.02777777777777,under_25,long_term,very_large
no checking account,21,critical account/other credits existing,car (used),3275,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,155.95238095238096,36-50,medium_term,large
no checking account,24,critical account/other credits existing,domestic appliances,2223,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,52,bank,own,2,skilled employee/official,1,no,yes,0,92.625,over_50,medium_term,large
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,car (new),1480,500 <= ... < 1000 DM,unemployed,2,male : single,none,4,unknown/no property,66,bank,for free,3,unemployed/unskilled - non-resident,1,no,yes,0,123.33333333333333,over_50,short_term,smallmedium
... < 100 DM,24,existing credits paid back duly till now,car (new),1371,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee/official,1,no,yes,1,57.125,under_25,medium_term,smallmedium
no checking account,36,critical account/other credits existing,car (new),3535,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,37,none,own,2,skilled employee/official,1,yes,yes,0,98.19444444444444,36-50,long_term,large
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,3509,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee/official,1,no,yes,0,194.94444444444446,under_25,medium_term,large
no checking account,36,critical account/other credits existing,car (used),5711,... >= 1000 DM,... >= 7 years,4,male : single,none,2,car or other,38,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,158.63888888888889,36-50,long_term,very_large
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,3872,... < 100 DM,unemployed,2,female : divorced/separated/married,none,4,car or other,67,none,own,1,skilled employee/official,1,yes,yes,0,215.11111111111111,over_50,medium_term,large
0 <= ... < 200 DM,39,critical account/other credits existing,domestic appliances,4933,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employee/official,1,no,yes,1,126.48717948717949,under_25,very_long_term,large
no checking account,24,critical account/other credits existing,car (new),1940,... >= 1000 DM,... >= 7 years,4,male : single,none,4,real estate,60,none,own,1,skilled employee/official,1,yes,yes,0,80.83333333333333,over_50,medium_term,smallmedium
0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,business,1410,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,31,none,own,1,unskilled - resident,1,yes,yes,0,117.5,25-35,short_term,smallmedium
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),836,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,bank,own,1,unskilled - resident,1,no,yes,1,69.66666666666667,under_25,short_term,smallmedium
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/no savings account,unemployed,1,male : divorced/separated,none,4,real estate,60,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,323.4,over_50,medium_term,very_large
0 <= ... < 200 DM,18,existing credits paid back duly till now,others,1941,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,35,none,own,1,unskilled - resident,1,yes,yes,0,107.83333333333333,25-35,medium_term,smallmedium
no checking account,22,existing credits paid back duly till now,domestic appliances,2675,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,4,car or other,40,none,own,1,skilled employee/official,1,no,yes,0,121.5909090909091,36-50,medium_term,large
no checking account,48,critical account/other credits existing,car (used),2751,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,38,none,own,2,skilled employee/official,2,yes,yes,0,57.3125,36-50,very_long_term,large
0 <= ... < 200 DM,48,delay in paying off in the past,retraining,6224,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,50,none,for free,1,skilled employee/official,1,no,yes,1,129.66666666666666,36-50,very_long_term,very_large
... < 100 DM,40,critical account/other credits existing,retraining,5998,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,unknown/no property,27,bank,own,1,skilled employee/official,1,yes,yes,1,149.95,25-35,very_long_term,very_large
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,39,none,own,1,skilled employee/official,2,no,yes,1,56.57142857142857,36-50,medium_term,smallmedium
no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/no savings account,... >= 7 years,3,male : single,none,4,car or other,41,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0,263.0416666666667,36-50,medium_term,very_large
no checking account,6,critical account/other credits existing,radio/television,1221,unknown/no savings account,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,0,203.5,25-35,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,... >= 7 years,3,male : divorced/separated,none,4,unknown/no property,51,none,for free,1,skilled employee/official,1,no,yes,0,120.5,over_50,medium_term,large
no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,0,127.58333333333333,25-35,medium_term,large
no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,0,255.66666666666666,under_25,short_term,large
... < 100 DM,18,existing credits paid back duly till now,car (used),7511,unknown/no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/life insurance,51,none,for free,1,skilled employee/official,2,yes,yes,1,417.27777777777777,over_50,medium_term,very_large
no checking account,12,critical account/other credits existing,radio/television,1258,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,2,unskilled - resident,1,no,yes,0,104.83333333333333,under_25,short_term,smallmedium
no checking account,24,delay in paying off in the past,car (new),717,unknown/no savings account,... >= 7 years,4,male : married/widowed,none,4,car or other,54,none,own,2,skilled employee/official,1,yes,yes,0,29.875,over_50,medium_term,smallmedium
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/no savings account,... < 1 year,4,male : single,none,2,real estate,35,none,own,1,unemployed/unskilled - non-resident,1,no,yes,0,172.11111111111111,25-35,short_term,smallmedium
no checking account,24,critical account/other credits existing,retraining,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,54,none,for free,2,skilled employee/official,2,no,yes,0,66.54166666666667,over_50,medium_term,smallmedium
0 <= ... < 200 DM,18,critical account/other credits existing,domestic appliances,1795,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,0,99.72222222222223,36-50,medium_term,smallmedium
... < 100 DM,20,critical account/other credits existing,radio/television,4272,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,own,2,skilled employee/official,1,no,yes,0,213.6,under_25,medium_term,large
no checking account,12,critical account/other credits existing,domestic appliances,976,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,35,none,own,2,skilled employee/official,1,no,yes,0,81.33333333333333,25-35,short_term,smallmedium
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled - non-resident,1,no,yes,0,622.6666666666666,under_25,short_term,very_large
... < 100 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,own,1,skilled employee/official,1,yes,yes,1,257.52777777777777,under_25,long_term,very_large
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,0,98.33333333333333,25-35,short_term,smallmedium
no checking account,12,critical account/other credits existing,domestic appliances,930,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,65,none,own,4,skilled employee/official,1,no,yes,0,77.5,over_50,short_term,smallmedium
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male : single,none,2,unknown/no property,55,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,221.02380952380952,over_50,very_long_term,very_large
0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled - non-resident,1,no,yes,1,118.53333333333333,25-35,medium_term,smallmedium
0 <= ... < 200 DM,8,existing credits paid back duly till now,others,907,... < 100 DM,... < 1 year,3,male : married/widowed,none,2,real estate,26,none,own,1,skilled employee/official,1,yes,yes,0,113.375,25-35,short_term,smallmedium
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,0,80.66666666666667,25-35,short_term,smallmedium
... < 100 DM,36,critical account/other credits existing,car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,24,none,own,2,skilled employee/official,1,yes,yes,1,267.47222222222223,under_25,long_term,very_large
... < 100 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,54,none,own,1,skilled employee/official,1,no,yes,1,63.5625,over_50,very_long_term,large
... < 100 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,46,none,for free,1,skilled employee/official,2,no,yes,1,81.89583333333333,36-50,very_long_term,large
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,54,none,rent,1,skilled employee/official,1,no,yes,0,206.44444444444446,over_50,long_term,very_large
no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee/official,1,no,yes,0,223.0,over_50,short_term,smallmedium
no checking account,6,critical account/other credits existing,domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,rent,2,skilled employee/official,1,yes,yes,0,259.0,under_25,short_term,smallmedium
... < 100 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,43,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,440.47222222222223,36-50,long_term,too_much
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,own,1,skilled employee/official,1,no,yes,1,74.72222222222223,25-35,medium_term,smallmedium
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,own,2,skilled employee/official,1,yes,yes,0,91.75,25-35,short_term,smallmedium
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,1,car or other,24,none,own,1,skilled employee/official,1,no,yes,0,251.33333333333334,under_25,short_term,large
... < 100 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,41,bank,own,1,skilled employee/official,2,no,yes,1,75.33333333333333,36-50,long_term,large
... < 100 DM,8,critical account/other credits existing,car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,0,91.375,36-50,short_term,smallmedium
no checking account,18,critical account/other credits existing,radio/television,3780,... < 100 DM,... < 1 year,3,male : divorced/separated,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,210.0,25-35,medium_term,large
... < 100 DM,21,critical account/other credits existing,car (new),1602,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,30,none,own,2,skilled employee/official,1,yes,yes,0,76.28571428571429,25-35,medium_term,smallmedium
... < 100 DM,18,critical account/other credits existing,car (new),3966,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee/official,1,yes,yes,1,220.33333333333334,25-35,medium_term,large
no checking account,18,no credits taken/all credits paid back duly,others,4165,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,stores,own,2,skilled employee/official,2,no,yes,1,231.38888888888889,36-50,medium_term,large
... < 100 DM,36,existing credits paid back duly till now,car (used),8335,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,47,none,for free,1,skilled employee/official,1,no,yes,1,231.52777777777777,36-50,long_term,very_large
0 <= ... < 200 DM,48,delay in paying off in the past,others,6681,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,38,none,for free,1,skilled employee/official,2,yes,yes,0,139.1875,36-50,very_long_term,very_large
no checking account,24,delay in paying off in the past,others,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,44,none,own,2,skilled employee/official,2,yes,yes,0,98.95833333333333,36-50,medium_term,large
... < 100 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,23,none,rent,1,skilled employee/official,1,yes,yes,1,67.55555555555556,under_25,medium_term,smallmedium
... < 100 DM,45,no credits taken/all credits paid back duly,others,11816,... < 100 DM,... >= 7 years,2,male : single,none,4,car or other,29,none,rent,2,skilled employee/official,1,no,yes,1,262.5777777777778,25-35,very_long_term,too_much
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,42,none,own,1,skilled employee/official,1,yes,yes,0,211.83333333333334,36-50,medium_term,very_large
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,domestic appliances,2327,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,1,155.13333333333333,under_25,medium_term,large
... < 100 DM,12,no credits taken/all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,car or other,48,bank,own,2,skilled employee/official,1,no,yes,1,90.16666666666667,36-50,short_term,smallmedium
no checking account,12,existing credits paid back duly till now,domestic appliances,886,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,21,none,own,1,skilled employee/official,1,no,yes,0,73.83333333333333,under_25,short_term,smallmedium
no checking account,4,existing credits paid back duly till now,radio/television,601,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,0,150.25,under_25,short_term,smallmedium
... < 100 DM,24,critical account/other credits existing,car (used),2957,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,63,none,own,2,skilled employee/official,1,yes,yes,0,123.20833333333333,over_50,medium_term,large
no checking account,24,critical account/other credits existing,domestic appliances,2611,... < 100 DM,... >= 7 years,4,male : married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee/official,1,no,yes,0,108.79166666666667,36-50,medium_term,large
... < 100 DM,36,existing credits paid back duly till now,radio/television,5179,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,no,yes,1,143.86111111111111,25-35,long_term,very_large
no checking account,21,delay in paying off in the past,car (used),2993,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,0,142.52380952380952,25-35,medium_term,large
no checking account,18,existing credits paid back duly till now,education,1943,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee/official,1,no,yes,1,107.94444444444444,under_25,medium_term,smallmedium
no checking account,24,all credits at this bank paid back duly,others,1559,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,50,bank,own,1,skilled employee/official,1,yes,yes,0,64.95833333333333,36-50,medium_term,smallmedium
no checking account,18,existing credits paid back duly till now,radio/television,3422,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,0,190.11111111111111,36-50,medium_term,large
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,3976,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,3,car or other,35,none,own,1,skilled employee/official,1,yes,yes,0,189.33333333333334,25-35,medium_term,large
no checking account,18,existing credits paid back duly till now,car (new),6761,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,car or other,68,none,rent,2,skilled employee/official,1,no,yes,1,375.6111111111111,over_50,medium_term,very_large
no checking account,24,existing credits paid back duly till now,car (new),1249,... < 100 DM,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,no,yes,0,52.041666666666664,25-35,medium_term,smallmedium
... < 100 DM,9,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,real estate,59,none,own,1,skilled employee/official,1,no,yes,0,151.55555555555554,over_50,short_term,smallmedium
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,709,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,1,59.083333333333336,over_50,short_term,smallmedium
... < 100 DM,20,critical account/other credits existing,car (new),2235,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,building society savings agreement/life insurance,33,bank,rent,2,skilled employee/official,1,no,no,1,111.75,25-35,medium_term,large
no checking account,24,critical account/other credits existing,car (used),4042,unknown/no savings account,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,43,none,own,2,skilled employee/official,1,yes,yes,0,168.41666666666666,36-50,medium_term,large
no checking account,15,critical account/other credits existing,domestic appliances,1471,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,35,none,for free,2,skilled employee/official,1,yes,yes,0,98.06666666666666,25-35,medium_term,smallmedium
... < 100 DM,18,all credits at this bank paid back duly,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,32,none,for free,2,unskilled - resident,2,no,yes,1,80.11111111111111,25-35,medium_term,smallmedium
no checking account,36,delay in paying off in the past,car (new),10875,... < 100 DM,... >= 7 years,2,male : single,none,2,car or other,45,none,own,2,skilled employee/official,2,yes,yes,0,302.0833333333333,36-50,long_term,too_much
no checking account,24,existing credits paid back duly till now,car (new),1474,100 <= ... < 500 DM,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee/official,1,yes,yes,0,61.416666666666664,25-35,medium_term,smallmedium
no checking account,10,existing credits paid back duly till now,business,894,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,40,none,own,1,skilled employee/official,1,yes,yes,0,89.4,36-50,short_term,smallmedium
no checking account,15,critical account/other credits existing,radio/television,3343,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,unknown/no property,28,none,for free,1,skilled employee/official,1,yes,yes,0,222.86666666666667,25-35,medium_term,large
... < 100 DM,15,existing credits paid back duly till now,car (new),3959,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,1,263.93333333333334,25-35,medium_term,large
no checking account,9,existing credits paid back duly till now,car (new),3577,100 <= ... < 500 DM,1 <= ... < 4 years,1,male : single,guarantor,2,real estate,26,none,rent,1,skilled employee/official,2,no,no,0,397.44444444444446,25-35,short_term,large
no checking account,24,critical account/other credits existing,car (used),5804,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,27,none,own,2,skilled employee/official,1,no,yes,0,241.83333333333334,25-35,medium_term,very_large
no checking account,18,delay in paying off in the past,others,2169,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,car or other,28,none,own,1,skilled employee/official,1,yes,yes,1,120.5,25-35,medium_term,large
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,2439,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee/official,1,yes,yes,1,101.625,25-35,medium_term,large
no checking account,27,critical account/other credits existing,radio/television,4526,... >= 1000 DM,... < 1 year,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,0,167.62962962962962,25-35,long_term,large
no checking account,10,existing credits paid back duly till now,radio/television,2210,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,1,221.0,under_25,short_term,large
no checking account,15,existing credits paid back duly till now,radio/television,2221,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee/official,1,no,yes,0,148.06666666666666,under_25,medium_term,large
